index,id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
794,740811,Tracheostomy Care and Complications in the Intensive Care Unit,0,empty,Biol.Blood Marrow Transplant.,0,33,5,1/13/01,18-31 14p,"{""Linda L. Morris""""Andrea Whitmer""""Erik McIntosh""}"
795,379577,Monitoring of fluid changes in hospitalized Malnourished Guatemalan children using bioelectrical impedance spectroscopy (BIS).,eng,Applied radiation and isotopes : including data instrumentation and methods for use in agriculture industry and medicine,Appl Radiat Isot,0969-8043,49,5,5/1/98,615-7,"{""C Pithan""""M Mazariegos""""N W Solomons""""P F_rst""}"
796,658981,Preliminary state of development of prediction models for primary care physical therapy: a systematic review.,eng,Journal of clinical epidemiology,J Clin Epidemiol,1878-5921,65,12,1/12/12,1257-66,"{""Martijn W Heymans""""Tobias van den Berg""""Han J R Anema""""Lieke van Oort""""Bart W Koes""""Arianne P Verhagen""""Riekie H C W de Vet""}"
797,215650,Bruxismo em crian_as Bruxism in children,empty,empty,0,empty,3,2,0,Aug-91,"{""Ronaldo Fazzi""""Ana Estela Haddad""""Maria Salete Nahs Pires Corr_a""}"
798,521132,A cadaver model to evaluate the accuracy and reproducibility of plain radiograph step and gap measurements for intra-articular fracture of the distal radius.,eng,0,The Journal of hand surgery,0363-503,29,5,1/4/09,841-7,"{""Jeff Knight""""Jeffery M Smith""""Thomas E Trumble""""Wren V McCallister""}"
799,892609,13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications DS-RT 2009,empty,empty,empty,empty,0,1,empty,0,{NULL}
800,366275,A systematic review on the application of cardiovascular risk prediction models in pharmacoeconomics with a focus on primary prevention.,eng,European journal of preventive cardiology,Eur J Prev Cardiol,2047-4881,19,2,1/12/08,42-53,"{""Maarten J Postma""""Petros Pechlivanoglou""""Jelena Stevanovic""}"
801,513630,Pan-Canadian study of mammography screening and mortality from breast cancer.,eng,Journal of the National Cancer Institute,J. Natl. Cancer Inst.,1460-2105,106,11,1/14/11,empty,"{""Jennifer Payne""""Rukshanda Ahmad""""Gregory Doyle""""Norm Phillips""""Anna M Chiarelli""""Christine Wilson""""Kathleen Decker""""Andrew Coldman""""Bin Zhang""""Jacques Brisson""}"
802,605423,Alcohol-related morbidity and mortality.,English,empty,American journal of critical care : an official publication American Association of Critical-Care Nurses,empty,27,1,0,39-51,"{""J_rgen Rehm""""Gerhard Gmel""""Maurizio Trevisan""""Christopher T Sempos""}"
803,495319,Clinical outcome following ICD removal. The Bilitch Registry Group,eng,empty,empty,empty,16,0,1/1/93,186-192,"{""S. Furman""""D. T. Kawanishi""""S. L. Song""}"
804,733752,Eliciting relative preferences for two methods of colorectal cancer screening,0,empty,Integr. Physiol. Behav. Sci.,empty,14,2,0,124-31,"{""E. J. Frew""""J. L. Wolstenholme""""D. K. Whynes""}"
805,252118,Bilingual speech: Bilateral control?,empty,empty,0,empty,15,1,1/1/82,125-142,"{""H.M. Sussman""""P. Franklin""""T. Simon""}"
806,903817,Tiao-She nursing of traditional Chinese medicine for mild cognitive disorder: An assessment of clinical evidence,empty,empty,empty,empty,15,3,0,346-352,"{""Li X.-H.""""Li G.-C.""""Xie Y.-L.""""Shang H.-C.""""Chi K.-L.""""Jin Y.-H.""}"
807,80799,One-pot semisynthesis of exon 1 of the Huntingtin protein: new tools for elucidating the role of posttranslational modifications in the pathogenesis of Huntington's disease.,eng,Angewandte Chemie (International ed. in English),Angew. Chem. Int. Ed. Engl.,1521-3773,53,7,10/14/02,1928-33,"{""Annalisa Ansaloni""""Jae Sun Jeong""""Francesco Simone Ruggeri""""Giovanni Dietler""""Zhe-Ming Wang""""Hilal A Lashuel""}"
808,385163,Pathophysiology of paradoxical embolism: evaluation of the role of interatrial septum anatomy based on the intracardiac echocardiography assessment of patients with right-to-left shunting.,eng,0,Nutrients,1467-1107,25,1,1/15/01,47-55,"{""Gianluca Rigatelli""""Paolo Cardaioli""""Massimo Giordan""""Ashesh Buch""""Laura Oliva""""Dobrin Vassiliev""""Aravinda Nanjiundappa""""Fabio Dell'Avvocata""""Ramesh Daggubati""""Dario Adami""}"
809,645061,Impact of physical abuse on adulthood depressive symptoms among women.,eng,empty,Scand. J. Rheumatol.,empty,29,3,1/8/03,299-314,"{""Hanan Al-Modallal""""Ann Peden""""Debra Anderson""}"
810,164721,[The microclimate of apartments and its hygienic norms],empty,empty,0,empty,13,10,1/1/67,756-60,"{""M. S. Goromossow""}"
811,730721,Prediction Study of Complications After Severe Trauma,English,empty,0,empty,0,0,0,0,"{""NCT01713205 ""}"
812,439302,American Society of Clinical Oncology clinical practice guideline update on the use of pharmacologic interventions including tamoxifen raloxifene and aromatase inhibition for breast cancer risk reduction.,0,empty,empty,empty,0,0,empty,empty,{NULL}
813,410748,Preliminary validity and reliability of a Thai Berlin questionnaire in stroke patients,empty,empty,Hippokratia,empty,7,0,0,348,"{""J. Saengsuwan""""K. Sawanyawisuth""""N. Ungtrakul""""J. Saengsuwan""}"
814,133777,Spectrum and frequency of illness presenting to a pediatric emergency department.,eng,Acta clinica Belgica,Acta Clin Belg,1784-3286,61,4,1/6/07,161-5,"{""P Grard""""J Montesanti""""P Lepage""""M M Massin""}"
815,775428,Organization of ribosomes and nucleoids in escherichia coli cells during growth and in quiescence,empty,empty,Interact Cardiovasc Thorac Surg,empty,289,16,0,11342-11352,"{""K. Peisker""""B. Singh""""S. Sanyal""""Q. Chai""""X. Ge""""N. Metzendorf""""S. Dasgupta""}"
816,497593,Ventricular arrhythmias in the North American multidisciplinary study of ARVC: predictors characteristics and treatment,empty,empty,PloS one,0,22,0,0,119-125,"{""N. A. Mark Estes""""Scott McNitt""""Wojciech Zareba""""Bronislava Polonsky""""Douglas Laidlaw""""Mark S. Link""""Frank Marcus""""Kathleen Gear""}"
817,899060,Maxillofacial metastases: a retrospective review of one institution's 15-year experience,0,empty,Cytokine,empty,71,1,0,178-88,"{""R. A. Ord""""A. Salama""""R. Movahed""""S. A. McClure""}"
818,424254,Precocious and delayed sexual development in children,English,Acta Endocrinologica. Supplementum,Acta Endocrinol Suppl (Copenh),0300-9750,288,0,1/1/88,66-76,"{""B. T. Rudd""}"
819,161290,Premature androgenic alopecia and insulin resistance. Male equivalent of polycystic ovary syndrome?,empty,empty,empty,0,39,0,1/5/01,127-31 ST  - Premature androgenic alopecia and insulin resistance. Male equivalent of polycystic ovary syndrome?-,"{""L. Starka""""J. Vrbikova""""M. DA  - Dec DP  - Nlm ET  - 2006/03/24 Hill""""M. Duskova""""I. Cermakova""}"
820,746312,Pancytopenia : A rare presentation of legionella pneumonia,empty,empty,empty,empty,41,12,0,A326,"{""Cayetano K.""""Ghannam D.""""Rawat N.""}"
821,191138,Mold contamination in a controlled hospital environment: a 3-year surveillance in southern Italy,empty,empty,empty,empty,14,0,1/14/01,empty,"{""C. Coretti""""C. Napoli""""G. Lovero""""M. T. Montagna""""G. Caggiano""""G. Scarafile""""O. de Giglio""}"
822,743819,Effect of (D)-fagomine on excreted Enterobacteria and weight gain in rats fed a high-fat high-sucrose diet.,eng,Obesity (Silver Spring Md.),Tumour Biol.,1930-739X,22,4,1/14/04,976-9,"{""Eunice Molinar-Toribio""""Benjam_n Pia""""Livia G_mez""""Jara Prez-Jimnez""""Marta Casado""""Sara Ramos-Romero""""Pere Claps""""Josep Llu_s Torres""}"
823,193292,CSM2004 best platform,0,empty,empty,empty,4,0,1/4/01,10-10 ST  - CSM2004 best platform-,{NULL}
824,91852,The importance and important limitations of ultrasound imaging for evaluating thyroid nodules.,eng,JAMA internal medicine,JAMA Intern Med,2168-6114,173,19,10/28/13,1796-7,"{""David Cooper""""Erik K Alexander""}"
825,663526,Blood 25-hydroxyvitamin D concentration and hypertension: a meta-analysis.,eng,Journal of hypertension,J. Hypertens.,1473-5598,29,4,1/11/04,636-45,"{""Susanna C Larsson""""Ann Burgaz""""Alicja Wolk""""Nicola Orsini""}"
826,382853,CT features of pulmonary arterial hypertension and its major subtypes: a systematic CT evaluation of 292 patients from the ASPIRE Registry.,0,Thorax,Eur J Anaesthesiol,1468-3296,70,4,1/15/04,382-7,"{""R Condliffe""""J Hurdman""""J M Wild""""D G Kiely""""S Rajaram""""A J Swift""""C A Elliot""""C Davies""""C Hill""""I Sabroe""""C Johns""}"
827,1266,Clinical effect observation of fule cream to cure dermatitis eczemal,0,empty,Rev.Neurol.,0,24,14,1/8/01,65-68-,"{""X. H. LYWXWF Wu""}"
828,407082,A randomized controlled trial of the effects of vitamin D on muscle strength and mobility in older women with vitamin D insufficiency.,0,Journal of the American Geriatrics Society,J Am Geriatr Soc,1532-5415,58,11,1/10/11,Aug-63,"{""Amanda Devine""""Nicole Austin""""Richard L Prince""""Kun Zhu""""David Bruce""}"
829,411673,Sleep and sleep disorders in the hospital,English,empty,empty,empty,141,5,1/12/01,1337-45,"{""S. B. Venkateshiah""""N. A. Collop""}"
830,382297,Doppler-derived flow pattern in the descending aorta does not predict systemic to pulmonary arterial collateral flow in patients with single ventricle palliation: a cross-sectional study.,0,World journal for pediatric & congenital heart surgery,World J Pediatr Congenit Heart Surg,2150-136X,6,2,1/15/04,209-14,"{""Mark A Fogel""""Michael V Di Maria""""Matthew A Harris""""Meryl S Cohen""""Kevin K Whitehead""}"
831,414396,Sleep-disordered breathing associated with long-term opioid therapy,English,empty,empty,empty,123,2,1/3/01,632-9,"{""T. V. Cloward""""J. M. Walker""""S. Rhondeau""""R. J. Farney""}"
832,635082,Efficacy of allogeneic hematopoietic stem cell transplantation depends on cytogenetic risk for acute myeloid leukemia in first disease remission: a metaanalysis.,eng,empty,0,empty,103,8,4/15/05,1652-8,"{""Nobuhiko Emi""""Masamitsu Yanada""""Tomoki Naoe""""Keitaro Matsuo""}"
833,446599,[Case management for moderate-need patients and recovery: what can we learn from experimental and quasi-experimental studies?]. [Review] [French],empty,empty,empty,empty,0,1,empty,0,{NULL}
834,376525,Considerations for the diagnosis and treatment of testosterone deficiency in elderly men.,eng,The American journal of medicine,Am. J. Med.,1555-7162,120,10,1/7/10,835-40,"{""Stephen A Geraci""""Mohammed Kazi""""Christian A Koch""}"
835,637323,A comparison of early gastric and post-pyloric feeding in critically ill patients: a meta-analysis.,eng,Intensive care medicine,Intensive Care Med,0342-4642,32,5,1/6/05,639-49,"{""Kwok M Ho""""Geoffrey J Dobb""""Steven A R Webb""}"
836,153797,Definitive radiotherapy for T1 glottic squamous cell carcinoma: a 15-year Cruces University Hospital experience,0,empty,Biol.Blood Marrow Transplant.,empty,15,0,1/13/01,925-31,"{""Martinez-Indart L""""Cacicedo J""""del Hoyo""""Gomez-Iturriaga A""""Casquero F""""Lopez J L""""Bilbao P""""O ""}"
837,470179,Comparison of methods for defining prevalent vertebral deformities: the Study of Osteoporotic Fractures.,eng,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,J. Bone Miner. Res.,0884-0431,10,6,6/1/95,890-902,"{""M C Nevitt""""L Palermo""""H K Genant""""R San Valentin""""D M Black""""R Epstein""""S R Cummings""}"
838,9325,Children are pharmaco-therapeutic orphans.,eng,Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology,Pediatr Allergy Immunol,1399-3038,21,2,1/10/03,249-50,"{""C K Naspitz""""J O Warner""}"
839,294719,Prehospital hypertonic saline resuscitation attenuates the activation and promotes apoptosis of neutrophils in patients with severe traumatic brain injury.,0,Shock (Augusta Ga.),Am. J. Respir. Crit. Care Med.,1540-0514,40,5,1/13/11,366-74,"{""David B Hoyt""""Sandro B Rizoli""""Andrew J Baker""""Eileen M Bulger""""Wolfgang G Junger""""Joseph Cuschieri""""Shawn G Rhind""""Pang N Shek""}"
840,38130,Value of intravenous cholangiography prior to laparoscopic cholecystectomy,0,empty,empty,0,23,0,1/1/99,693-6; discussion 697 ST  - Value of intravenous cholangiography prior to laparoscopic cholecystectomy-,"{""S. Truong""""K. H. Treutner""""M. Jansen""""C. Schraven""""V. DA  - Jul DP  - NLM ET  - 1999/07/03 Schumpelick""""J. Neuerburg""}"
841,455697,Systematic review of occupational engagement and health outcomes among community-dwelling older adults,empty,empty,empty,0,0,1,empty,0,{NULL}
842,518335,Fractional flow reserve for guiding PCI.,eng,The New England journal of medicine,N. Engl. J. Med.,1533-4406,360,19,7/9/05,2024; author reply 2026-7,"{""Somjot S Brar""""William A Gray""}"
843,503528,Difference in postural control between patients with functional and mechanical ankle instability,0,Foot Ankle Int,PloS one,1071-1007 (Print) 1071-1007,35,10,1/14/01,1068-1074,"{""S Y Chen""""H Chen""""H Y Li""""J Zhang""""Y H Hua""}"
844,503354,Early ankle mobilization Part I: The immediate effect on acute lateral ankle sprains (a randomized clinical trial),0,empty,0,0,41,1,1/1/94,15-20,"{""J R Dettori""""B D Pearson""""C J Basmania""""W M Lednar""}"
845,176844,Importance of Arsenic and pesticides in epidemic chronic kidney disease in Sri Lanka,empty,empty,empty,empty,15,0,1/14/01,empty,"{""C. Jayasumana""""R. Gajanayake""""S. Siribaddana""}"
846,820549,Chiropractic vertebral subluxations,English,empty,0,empty,15,1,1/10/01,13-14,"{""S. Homola""}"
847,250975,Effect of infliximab on the healing of intestinal anastomosis. An experimental study in rats.,0,Int J Surg,PloS one,1743-9159,12,9,0,969-75,"{""Konstantinos Nastos""""Konstantinos Evangelou""""Marilena Papaioannou""""John Vlachogiannakos""""Maria Gazouli""""Apostolos Papalois""""Christos Zeglinas""""Ioannis Papaconstantinou""""Panagis Lykoudis""""Charalampos Tzathas""""Anneza Yiallourou""}"
848,37173,How to appraise the effectiveness of treatment,0,empty,empty,empty,27,0,1/11/01,525-531 ST  - How to appraise the effectiveness of treatment-,"{""Suzanne B. Stewart""""Phillip Dahm""""D DB  - rzh DO  - 10.4103/0970-1591.91446 DP  - EBSCOhost""}"
849,641251,Non-steroidal anti-inflammatory drugs and myocardial infarctions: comparative systematic review of evidence from observational studies and randomised controlled trials.,eng,Ann Reum Dis,Am. J. Med.,Mar-67,66,10,1/7/10,1296-304,"{""E H Choy""""D L Scott""""P A Scott""""G H Kingsley""""C M Smith""}"
850,302179,Using a social communication intervention to improve the social interactions and employment experiences of adolescents with high functioning autism spectrum disorders,empty,empty,0,empty,0,0,0,3224,"{""Beth Anne Clavenna-Deane""}"
851,627882,Is there evidence that barrier membranes prevent bone resorption in autologous bone grafts during the healing period? A systematic review.,eng,empty,0,empty,22,3,1/7/05,390-8,"{""Ruud R M Bos""""Gerry M Raghoebar""""Pepijn F M Gielkens""""Boudewijn Stegenga""}"
852,264151,Recognizing naming and measuring a family intensive care unit syndrome,empty,empty,empty,0,12,3,1/14/01,435-441,"{""D. R. Sullivan""""G. Netzer""}"
853,711975,Association of diet exercise and smoking modification with risk of early cardiovascular events after acute coronary syndromes.,empty,Circulation,Circulation,22-Sep,121,6,2/16/10,750-758 9p,"{""Yusuf S""""Fox KA""""Chow CK""""Anand SS""""Jolly S""""Rao-Melacini P""}"
854,12554,Retrovirus-mediated WASP gene transfer corrects Wiskott-Aldrich syndrome T-cell dysfunction.,eng,Human gene therapy,Hum. Gene Ther.,1043-0342,13,9,10/2/06,1039-46,"{""G Jayashree Jagadeesh""""David L Nelson""""Taizo Wada""""Fabio Candotti""}"
855,564924,Complication rate of endosonography (endobronchial and endoscopic ultrasound): a systematic review.,0,Respiration; international review of thoracic diseases,PloS one,1423-0356,87,4,0,343-51,"{""A van Breda""""M B von Bartheld""""J T Annema""}"
856,364080,Comparison of serum and renal gentamicin concentrations with fractional urinary excretion tests as indicators of nephrotoxicity,0,empty,empty,0,11,4,1/1/88,330-7,"{""S. A. Brown""""F. B. Garry""}"
857,727134,The Antiseptic Efficacy and Tolerability of Lavasept 0.04% on Acute Traumatic Wounds,English,empty,Expert Opin Emerg Drugs,0,0,0,1/10/01,0,"{""NCT01153620 ""}"
858,356635,Determinants of arterial wall remodeling during lipid-lowering therapy: serial intravascular ultrasound observations from the Reversal of Atherosclerosis with Aggressive Lipid Lowering Therapy (REVERSAL) trial,0,Circulation,Circulation,22-Sep,113,24,1/6/01,2826-34,"{""S. Lin""""S. E. Nissen""""K. Wolski""""I. Sipahi""""E. M. Tuzcu""""S. J. Nicholls""""T. Churchill""""P. Schoenhagen""""T. Crowe""""C. Wang""""A. Loyd""""C. Apperson-Hansen""""W. A. Magyar""}"
859,272721,Economic evaluation of inhaled nitric oxide in preterm infants undergoing mechanical ventilation,0,empty,Obesity (Silver Spring),empty,124,5,1/9/01,1325-1332,"{""A. M. Hibbs""""D. M. Black""""J. A. F. Zupancic""""A. Cnaan""""P. L. Ballard""""S. R. Wadlinger""""L. Palermo""""W. E. Truog""""R. A. Ballard""}"
860,979725,The impact of emotional and social support on the quality of life depression and disability among us adults with chronic obstructive pulmonary disorder (COPD): A propensity score analysis,0,empty,0,0,26,3,0,A176,"{""R. Arabyat""""D. W. Raisch""}"
861,470615,Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract],0,empty,0,0,44,0,1/14/01,P3021,"{""Francitorra ME""""Sanchez GS""""Manrique CA""""Velasco TT""""Castany A R""""Escriche XF""""Fernndez CS""""Fornell LL""""lvarez S""""Fernndez EA""""Rodriguez MVF""""Sim_ MR""""Mayo EP""}"
862,71351,Differential dendritic cell-mediated activation and functions of invariant NKT-cell subsets in oral cancer.,ENG,Oral diseases,Oral Dis,1601-0825,0,-1,3/22/14,0,"{""Nk Shukla""""Sn Das""""P Gaur""""Ak Singh""}"
863,793299,[Use of probiotics and prebiotics in infant formulas].,spa,empty,0,empty,31,-1,0,Jul-72,"{""Venancio Mart_nez Surez""}"
864,673560,[Postacute care].,spa,empty,0,empty,143,1,7/14/07,29-33,"{""Margarita Admetlla Falgueras""""Josep Fust Sugraes""}"
865,258181,Internet-delivered exposure and mindfulness based therapy for irritable bowel syndrome--a randomized controlled trial,empty,empty,empty,0,122,6,1/10/01,531-9,"{""Perjohan Lindfors""""Liselotte Jansson""""Brjann Ljotsson""""Lisa Falk""""Erik Hedman""""Christian Ruck""""Amanda Wibron Vesterlund""""Sergej Andreewitch""""Nils Lindefors""""Gerhard Andersson""""Timo Hursti""}"
866,11709,Sleep-related nighttime crying (yonaki) in Japan: a community-based study.,eng,Pediatrics,Pediatrics,1098-4275,115,1,1/5/01,217-24,"{""Michio Fukumizu""""Marie J Hayes""""Makiko Kaga""""Jun Kohyama""}"
867,603381,WITHDRAWN: Zinc for the common cold.,eng,empty,Rheumatology (Oxford England),empty,-1,3,0,CD001364,"{""I Marshall""}"
868,570263,Successful treatment with a rituximab-based regimen of a splenic marginal zone lymphoma with villous lymphocytes in a very frail patient on maintenance dialysis.,eng,Cancer chemotherapy and pharmacology,Cancer Chemother. Pharmacol.,1432z-0843,63,4,1/9/03,759-60,"{""Andrea Tendas""""Paolo de Fabritiis""""Marco Giovannini""""Daniela Piccioni""""Roberto Palumbo""""Alessio Pio Perrotti""""Luca Cupelli""""Teresa Dentamaro""""Laura Scaramucci""""Pasquale Niscola""}"
869,395807,In this issue,0,empty,Expert Opin Emerg Drugs,0,107,7,1/10/01,empty,{NULL}
870,149836,Exercise-induced changes of the upper extremity in chronic stroke survivors,empty,empty,empty,empty,15,0,0,58-68 ST  - Exercise-induced changes of the upper extremity in chronic stroke survivors-,"{""P. Kluding""""S. A. DA  - Winter DO  - 10.1310/let5-xnby-98q6-q8tg DP  - NLM ET  - 2005/03/01 Billinger""}"
871,813023,Respiratory syncytial virus prophylaxis: cost-effective analysis in Argentina (Structured abstract),0,empty,Bioelectromagnetics,0,24,3,1/2/01,287-291,"{""G. Bauer""""E. Laffaire""""L. Bouzas""""C. Gilli""""L. Novali""""S. P. Rodriguez""""D. Farina""""H. Gonzalez""}"
872,691035,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,0,empty,PloS one,empty,4,5,0,e004623,"{""Thirimon Moe-Byrne""""Duncan Chambers""""Melissa Harden""""Catriona McDaid""}"
873,801512,Sex differences in pain.,eng,The Behavioral and brain sciences,Behav Brain Sci,0140-525X,20,3,9/1/97,371-80; discussion 435-513,"{""K J Berkley""}"
874,121133,Preoperative radiotherapy for esophageal carcinoma,empty,empty,empty,empty,9,4,0,Cd001799,"{""M. Wang""""G. Stewart""""J. F. Tierney""""G. Spilopoulos""""W. Duncan""""H. S. Hansen""""Z. Rhugang""""M. K. Parmar""""A. Rousell""""B. Launois""""K. Nygaard""""S. J. Arnott""""M. Gignoux""}"
875,82486,Robotic surgery in gynecology.,0,Archives of gynecology and obstetrics,PloS one,1432-0711,289,1,1/14/01,6-May,"{""Axel Schindelhauer""""Pauline Wimberger""}"
876,136032,Cost-utility analysis of osteopathy in primary care: results from a pragmatic randomized controlled trial,empty,empty,empty,empty,21,0,1/4/01,643-50 ST  - Cost-utility analysis of osteopathy in primary care: results from a pragmatic randomized controlled trial-,"{""D. Russell""""P. Linck""""R. Hibbs""""I. Russell""""R. Muntz""""N. H. Williams""""B. C1  - Frn RCT-s_kningen CN  - Pubmed DA  - Dec DO  - 10.1093/fampra/cmh612 DP  - NLM ET  - 2004/11/09 Hounsome""""R. T. Edwards""""C. Wilkinson""}"
877,131606,The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness,eng,empty,empty,empty,20,0,1/1/93,138-52 ST  - The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness-,"{""E. M. CN  - PubMed DA  - Summer DP  - NLM ET  - 1993/07/01 Bohlig""""J. A. Scott-Lennox""""R. D. Lennox""}"
878,448384,Are birth kits a good idea? A systematic review of the evidence.,0,empty,empty,empty,0,1,empty,empty,{NULL}
879,57286,Differential functional connectivity within an emotion regulation neural network among individuals resilient and susceptible to the depressogenic effects of early life stress.,eng,Psychological medicine,Psychol Med,1469-8978,43,3,1/13/03,507-18,"{""J M Cisler""""T Mletzko""""C D Kilts""""S Tripathi""""G A James""""X P Hu""""C Heim""""C B Nemeroff""""H S Mayberg""}"
880,622636,Nurturing students' interest in primary care research through summer training in meta-analysis.,eng,empty,0,empty,76,5,1/1/05,526,"{""L N Meurer""}"
881,107979,Obesity from cradle to grave.,eng,Nepal Medical College journal : NMCJ,Nepal Med Coll J,empty,27,6,1/3/06,722-7,"{""T Forsn""""J Eriksson""""C Osmond""""D Barker""}"
882,252990,Effects on prolongation of Bazett__s corrected QT interval of seven second-generation antipsychotics in the treatment of schizophrenia: A meta-analysis,empty,empty,Klin.Psikofarmakol.Bul.,0,25,2,1/11/01,646-666,"{""Albert K. K. Chung""""Siew-eng Chua""}"
883,861475,Cost-effectiveness of pharmacological and psychosocial interventions for schizophrenia (Structured abstract),empty,empty,Klin.Psikofarmakol.Bul.,empty,9,1,0,empty,"{""P. Phanthunane""""M. Bertram""""H. Whiteford""""T. Vos""}"
884,503159,Sports injuries of the ankle. [Japanese],0,empty,0,0,63,1,1/1/89,146-160,"{""E Fujimaki""}"
885,325081,empty,0,empty,Journal of analytical toxicology,empty,0,1,1/1/96,empty,"{""H. Shue""}"
886,399134,Chronic heart failure: Current guideline recommendations and innovations. [German],German,empty,empty,empty,56,7,1/15/01,791-802,"{""S. Ewen""""F. Mahfoud""""M. Bohm""}"
887,315951,[Procalcitonin as an early marker of sepsis],English,empty,empty,empty,55,6,0,650-4,"{""O. Thuemer""""S. G. Sakka""""E. Huttemann""}"
888,98479,The ROX coupler: Creation of a fixed iliofemoral arteriovenous anastomosis for the treatment of systemic arterial hypertension exploiting the physical properties of the arterial vasculature.,ENG,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,Catheter Cardiovasc Interv,1522-726X,0,-1,10/24/14,empty,"{""Adam Witkowski""""Ajay K Jain""""Ivan Casserly""""David E Kandzari""""David Deaton""""Paul A Sobotka""""John P Foran""""Krishna J Rocha-Singh""""Barry T Katzen""""Peter Balmforth""}"
889,673307,Downregulated E-cadherin expression indicates worse prognosis in Asian patients with colorectal cancer: evidence from meta-analysis.,eng,0,Journal of graduate medical education,1932-6203,8,7,1/13/01,e70858,"{""Zhigang Chen""""Minyue Jia""""Xiaoying Zhao""""Xin He""}"
890,730754,Preoperative administration of tramadol continuous infusion reduces postoperative morphine requirements in patients undergoing surgery following femur fracture,eng,empty,0,empty,0,0,1/9/01,153,"{""Anastasiou M""""Tzortzopoulou A""""Emexidis T""""Koudouna E""""Pouliou A""""Vasilas N""}"
891,953002,A re-appraisal of screening for colour vision impairments,English,empty,0,empty,23,5,1/1/97,391-398,"{""D. M. B. Hall""""E. Holroyd""}"
892,246067,Comparison of different distal radius dorsal and volar fracture fixation plates: a biomechanical study,0,J Hand Surg Am,The Journal of hand surgery,0363-503,28,1,1/3/01,94-104,"{""M. A. Shah""""S. F. Viegas""""R. P. Morris""""R. M. Patterson""""D. Osada""}"
893,161814,Polycystic ovary syndrome (PCOS) and other androgen excess-related conditions: can changes in dietary intake make a difference?,eng,empty,empty,empty,23,0,1/8/01,63-71 ST  - Polycystic ovary syndrome (PCOS) and other androgen excess-related conditions: can changes in dietary intake make a difference?-,"{""A. Sengupta""""D. DA  - Feb DO  - 23/1/63 [pii] DP  - Nlm ET  - 2008/01/22 Karsies""""G. U. Liepa""}"
894,8529,Maternal use of folic acid supplements during pregnancy and childhood respiratory health and atopy.,0,The European respiratory journal,Ann. Med.,1399-3003,39,6,1/12/06,1468-74,"{""Gerard H Koppelman""""Johan C de Jongste""""Liset E M Elstgeest""""Henri_tte A Smit""""Ulrike Gehring""""Annemien Haveman-Nies""""Marjan Kerkhof""""Marga B M Bekkers""""Alet H Wijga""""Salome Scholtens""}"
895,198813,Shedding health risks with bariatric weight loss surgery,eng,empty,Helicobacter,0,39,0,1/9/01,34-41 ST  - Shedding health risks with bariatric weight loss surgery-,"{""S. G. DB  - c8h DO  - 10.1097/01.NURSE.0000343454.35505.5a DP  - EBSCOhost Camden""}"
896,535901,Historical misrepresentation in science: the case of fetal alcohol syndrome,eng,Sci Eng Ethics,Science and engineering ethics,1353-3452 (Print)     1353-3452,4,4,1/1/98,427-35,"{""S. N. Pennington""""I. A. Shibley""}"
897,15325,Effects of different antihypertensive drugs on plasma fibrinogen in hypertensive patients.,empty,British journal of clinical pharmacology,Br J Clin Pharmacol,0306-5251,39,5,1/1/95,471-6,"{""G Villa""""A Zoppi""""G D Malamani""""G Marasi""""A Vanasia""""R Fogari""}"
898,162189,Significantly higher adrenocorticotropin-stimulated cortisol and 17-hydroxyprogesterone levels in 337 consecutive premenopausal caucasian hirsute patients compared with healthy controls,0,empty,Pediatrics,empty,90,0,1/5/01,1347-53 ST  - Significantly higher adrenocorticotropin-stimulated cortisol and 17-hydroxyprogesterone levels in 337 consecutive premenopausal caucasian hirsute patients compared with healthy controls-,"{""C. Hagen""""K. Brusgaard""""M. DA  - Mar DO  - jc.2004-1214 [pii] 10.1210/jc.2004-1214 [doi] DP  - Nlm ET  - 2004/12/16 Andersen""""A. P. Hermann""""J. Hangaard""""D. Glintborg""}"
899,434500,Too little but not too late: results of a literature review to improve routine immunization programs in developing countries,0,empty,empty,0,0,0,empty,0,{NULL}
900,197174,Outcomes among patients with end-stage liver disease who are coinfected with HIV and hepatitis C virus.,eng,0,Clin. Infect. Dis.,empty,41,-1,1/5/07,S50-5,"{""Norah J Shire""""Guy W Neff""""Steven M Rudich""}"
901,6786,Phase II study to evaluate the safety and efficacy of the oral neurokinin-1 receptor antagonist casopitant (GW679769) administered with ondansetron for the prevention of postoperative and postdischarge nausea and vomiting in high-risk patients,English,empty,Expert Opin Emerg Drugs,empty,113,1,1/10/01,74-82,"{""Demetrios J. Kutsogiannis""""Neil K. Singla""""Frances Chung""""Stephen R. Lane""""Jeremey Levin""""Joseph V.J. Pergolizzi""""Brendan Johnson""""Linda Blackburn""""Sonia K. Singla""}"
