id,brewery_id,brewery_name,beer_name,style,ounces,abv,ibu,city,state
2486,78,Speakasy Ales & Lagers,Baby Daddy Session IPA,American IPA,12.0 oz.,0.047,35.0,San Francisco,CA
763,508,Spilker Ales,Hopluia (2004),English India Pale Ale (IPA),16.0 oz,empty,empty,Cortland,NE
2271,175,Spiteful Brewing Company,Ball & Chain (2014),American Pale Ale (APA),16.0 oz,0.058,empty,Chicago,IL
2206,175,Spiteful Brewing Company,Bitter Biker Double IPA,American Double / Imperial IPA,16.0 oz.,0.096,empty,Chicago,IL
2136,175,Spiteful Brewing Company,God Damn Pigeon Porter,American Porter,16.0 OZ.,0.082,empty,Chicago,IL
2135,175,Spiteful Brewing Company,Working for the Weekend,American Double / Imperial IPA,16.0 oz,0.08%,empty,Chicago,IL
2134,175,Spiteful Brewing Company,Angry Adam,American Amber / Red Ale,16.0 oz.,0.06,empty,Chicago,IL
2109,175,Spiteful Brewing Company,Freedom Fries,American Stout,16.0 oz.,0.055,empty,Chicago,IL
1821,175,Spiteful Brewing Company,Bitter Biker Double IPA,American Double / Imperial IPA,12.0 oz,0.10%,empty,Chicago,IL
1820,175,Spiteful Brewing Company,Ghost Bike Pale Ale,American Pale Ale (APA),16.0 OZ.,0.073,empty,Chicago,IL
1819,175,Spiteful Brewing Company,Spiteful IPA,American IPA,12.0 oz.,0.06%,empty,Chicago,IL
1634,0,Spiteful Brewing Company,Alley Time,American Pale Ale (APA),12.0 oz.,0.06,empty,Chicago,IL
1633,175,Spiteful Brewing Company,Fat Badger,Irish Red Ale,12.0 oz,0.058,empty,Chicago,IL
1632,175,Spiteful Brewing Company,In the Weeds,American Pale Wheat Ale,12.0 oz.,0.055,empty,Chicago,IL
855,498,Sprecher Brewing Company,Special Amber,Vienna Lager,12.0 ounce,0.05,22.0,Glendale,WI
445,498,Sprecher Brewing Company,Special Amber,Vienna Lager,12.0 ounce,0.05%,22.0,Glendale,WI
1587,372,Spring House Brewing Company,Seven Gates Pale Ale,American Pale Ale (APA),12.0 oz,0.056,empty,Conestoga,PA
2242,186,St. Julian Winery,Gunga Din,Cider,16.0 oz,0.052,empty,Paw Paw,MI
1544,383,Starr Hill Brewery,Starr Pils,German Pilsener,12.0 oz,0.042,20.0,Crozet,VA
1205,383,Starr Hill Brewery,Northern Lights India Pale Ale,American IPA,16.0 ounce,0.065,52.0,Crozet,VA
369,383,Starr Hill Brewery,Festie,Märzen / Oktoberfest,12.0 oz,0.05%,12.0,Crozet,VA
368,383,Starr Hill Brewery,Northern Lights India Pale Ale,American IPA,12.0 ounce,0.07%,52.0,Crozet,VA
2386,119,Steamworks Brewing Company,Third Eye Enlightened Pale Ale,American Pale Ale (APA),12.0 oz.,0.065,65.0,Durango,CO
92,119,Steamworks Brewing Company,Colorado Kölsch,Kölsch,12.0 oz,0.05%,17.0,Durango,CO
91,119,Steamworks Brewing Company,Steam Engine Lager,American Amber / Red Lager,12.0 oz,0.057,25.0,Durango,CO
90,119,Steamworks Brewing Company,Third Eye Pale Ale,American IPA,12.0 oz. Alumi-Tek,0.065,65.0,Durango,CO
2366,131,Stevens Point Brewery,Point Special (Current),American Adjunct Lager,12.0 oz.,0.047,9.0,Stevens Point,WI
2365,131,Stevens Point Brewery,Point Special,American Adjunct Lager,12.0 oz. Alumi-Tek,0.047,9.0,Stevens Point,WI
2270,131,Stevens Point Brewery,Point Cascade Pale Ale (2013),American Pale Ale (APA),12.0 oz,0.054,33.0,Stevens Point,WI
2228,131,Stevens Point Brewery,Point Special,American Adjunct Lager,12.0 ounce,0.047,9.0,Stevens Point,WI
2151,131,Stevens Point Brewery,Onyx Black Ale,American Black Ale,12.0 oz.,0.05%,9.0,Stevens Point,WI
2150,131,Stevens Point Brewery,Beyond The Pale IPA,American IPA,12.0 oz. Alumi-Tek,0.063,64.0,Stevens Point,WI
2122,131,Stevens Point Brewery,Point Special (2013),American Adjunct Lager,12.0 oz,0.05%,9.0,Stevens Point,WI
2121,131,Stevens Point Brewery,Point Special (2012),American Adjunct Lager,12.0 oz,0.05%,9.0,Stevens Point,WI
2115,131,Stevens Point Brewery,Point Special Lager,American Adjunct Lager,16.0 oz.,0.05%,9.0,Stevens Point,WI
1450,131,Stevens Point Brewery,St. Benedict's Winter Ale,Winter Warmer,12.0 oz.,0.062,empty,Stevens Point,WI
1357,131,Stevens Point Brewery,Point Oktoberfest,Märzen / Oktoberfest,16.0 ounce,0.057,15.0,Stevens Point,WI
1225,131,Stevens Point Brewery,Point Nude Beach Summer Wheat,American Pale Wheat Ale,16.0 oz,0.05%,7.0,Stevens Point,WI
816,131,Stevens Point Brewery,Point Nude Beach Summer Wheat,American Pale Wheat Ale,12.0 oz. Alumi-Tek,0.05,7.0,Stevens Point,WI
772,131,Stevens Point Brewery,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,12.0 oz. Alumi-Tek,0.05%,7.0,Stevens Point,WI
684,131,Stevens Point Brewery,Drop Dead Blonde,American Blonde Ale,12.0 oz,0.035,empty,Stevens Point,WI
650,131,Stevens Point Brewery,Three Kings Ale,Kölsch,12.0 oz.,0.049,13.0,Stevens Point,WI
456,131,Stevens Point Brewery,Point Oktoberfest,Märzen / Oktoberfest,12.0 ounce,0.06%,15.0,Stevens Point,WI
357,131,Stevens Point Brewery,2012 Black Ale,American Brown Ale,12.0 oz,0.054,32.0,Stevens Point,WI
141,131,Stevens Point Brewery,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,12.0 oz,0.05%,7.0,Stevens Point,WI
140,131,Stevens Point Brewery,Point Cascade Pale Ale,American Pale Ale (APA),12.0 ounce,0.054,33.0,Stevens Point,WI
139,131,Stevens Point Brewery,Point Amber Classic,American Amber / Red Lager,12.0 oz.,0.047,14.0,Stevens Point,WI
138,131,Stevens Point Brewery,Point Special Lager,American Adjunct Lager,12.0 oz,0.047,9.0,Stevens Point,WI
953,486,Stillmank Beer Company,Wisco Disco,American Amber / Red Ale,16.0 ounce,0.05%,31.0,Green Bay,WI
1983,0,Stillwater Artisanal Ales,Brontide,American Black Ale,12.0 OZ.,0.05,empty,Baltimore,MD
1631,0,Stillwater Artisanal Ales,Brontide,American Black Ale,12.0 oz.,0.05,empty,Baltimore,MD
1344,0,Stillwater Artisanal Ales,Classique,Saison / Farmhouse Ale,12.0 ounce,0.045,empty,Baltimore MD,empty
922,492,Stone Coast Brewing Company,Sunsplash Golden Ale (2004),American Blonde Ale,12.0 oz,0.045,empty,Portland,ME
1410,412,Straight to Ale,Sand Island Lighthouse,Kölsch,12.0 oz.,0.051,25.0,Huntsville,AL
925,412,Straight to Ale,Lily Flagg Milk Stout,Milk / Sweet Stout,12.0 oz.,0.05,30.0,Huntsville,AL
637,412,Straight to Ale,Monkeynaut IPA,American IPA,12.0 oz.,0.07%,70.0,Huntsville,AL
2369,129,Straub Brewery,Straub Beer (Current),American Adjunct Lager,12.0 oz,0.05,empty,St Mary's,PA
2233,129,Straub Brewery,American Lager,American Adjunct Lager,12.0 oz.,0.041,8.0,St Mary's,PA
2232,129,Straub Brewery,American Amber,American Amber / Red Lager,12.0 oz.,0.041,8.0,St Mary's,PA
2231,129,Straub Brewery,American Light,Light Lager,12.0 oz.,0.032,13.0,St Mary's,PA
2352,58,0,Extra Pale Ale,American Pale Ale (APA),12.0 oz.,0.053,49.0,St Paul,MN
2549,58,Summit Brewing Company,Make It So,Extra Special / Strong Bitter (ESB),12.0 ounce,0.053,40.0,St. Paul,MN
2473,138,Summit Brewing Company,Hopvale Organic Ale,American Pale Ale (APA),16.0 ounce,0.05%,55.0,St. Paul,MN
2415,58,Summit Brewing Company,Unchained #18 Hop Silo,American Double / Imperial IPA,16.0 oz.,0.08%,100.0,St. Paul,MN
2605,25,Sun King Brewing Company,Tip Off,Altbier,16.0 ounce,0.052,29.0,Indianapolis,IN
2215,25,Sun King Brewing Company,Java Mac,Scottish Ale,16.0 ounce,0.054,empty,Indianapolis,IN
2164,25,Sun King Brewing Company,Cowbell,American Porter,16.0 oz.,0.054,23.0,Indianapolis,IN
2085,25,Sun King Brewing Company,Hop Up Offa That Brett (2014),Belgian Pale Ale,16.0 ounce,0.06%,20.0,Indianapolis,IN
2084,25,Sun King Brewing Company,PV Muckle (2013),Scotch Ale / Wee Heavy,16.0 oz.,0.083,23.0,Indianapolis,IN
2083,25,Sun King Brewing Company,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,16.0 ounce,0.10%,36.0,Indianapolis,IN
2082,25,Sun King Brewing Company,Whip Fight,Scotch Ale / Wee Heavy,16.0 oz,0.09,30.0,Indianapolis,IN
2081,25,Sun King Brewing Company,Port Barrel Wee Mac,Scotch Ale / Wee Heavy,16.0 ounce,0.05%,23.0,Indianapolis,IN
2001,25,Sun King Brewing Company,Fistful Of Hops Red,American IPA,16.0 oz. Alumi-Tek,0.064,75.0,Indianapolis,IN
2000,0,Sun King Brewing Company,Fistful of Hops Orange,American IPA,16.0 oz,0.063,75.0,Indianapolis,IN
1999,0,Sun King Brewing Company,Fistful Of Hops Blue,American IPA,16.0 oz.,0.064,75.0,Indianapolis,IN
1996,25,Sun King Brewing Company,Fistful of Hops Green,American IPA,16.0 oz,0.064,75.0,Indianapolis,IN
1948,0,Sun King Brewing Company,30 Min Coma,Belgian IPA,16.0 ounce,empty,empty,Indianapolis,IN
1656,25,Sun King Brewing Company,Wee Muckle,Scotch Ale / Wee Heavy,16.0 ounce,0.09,30.0,Indianapolis,IN
1599,25,Sun King Brewing Company,Royal Brat,Extra Special / Strong Bitter (ESB),16.0 oz. Silo Can,0.07%,55.0,Indianapolis,IN
1420,25,Sun King Brewing Company,Grapefruit Jungle (GFJ),American IPA,16.0 oz,0.075,77.0,Indianapolis,IN
1389,25,Sun King Brewing Company,Osiris Pale Ale,American Pale Ale (APA),16.0 ounce,0.06%,50.0,Indianapolis,IN
1367,25,Sun King Brewing Company,Bourbon Barrel Aged Timmie,Russian Imperial Stout,16.0 oz.,0.099,75.0,Indianapolis,IN
1366,25,Sun King Brewing Company,Stupid Sexy Flanders,Flanders Oud Bruin,16.0 oz.,0.063,23.0,Indianapolis,IN
1347,25,Sun King Brewing Company,Bourbon Barrel Cowbell,American Porter,16.0 OZ.,empty,empty,Indianapolis,IN
1314,25,Sun King Brewing Company,Popcorn Pilsner,German Pilsener,16.0 ounce,0.054,empty,Indianapolis,IN
1128,25,Sun King Brewing Company,Ring of Dingle,Irish Dry Stout,16.0 oz.,0.07%,27.0,Indianapolis,IN
1127,25,Sun King Brewing Company,Bourbon Barrel Wee Mac,Scottish Ale,16.0 oz.,0.054,23.0,Indianapolis,IN
1049,25,Sun King Brewing Company,Bourbon Barrel Johan,English Barleywine,16.0 oz,0.10%,60.0,Indianapolis,IN
934,25,Sun King Brewing Company,The Deuce,American Brown Ale,16.0 oz,0.07%,empty,Indianapolis,IN
923,25,Sun King Brewing Company,The Velvet Fog,Quadrupel (Quad),16.0 ounce,0.09,24.0,Indianapolis,IN
874,25,Sun King Brewing Company,Sun King Oktoberfest,Märzen / Oktoberfest,16.0 oz. Alumi-Tek,0.055,23.0,Indianapolis,IN
739,25,Sun King Brewing Company,Indianapolis Indians Lager,Dortmunder / Export Lager,16.0 oz,0.052,24.0,Indianapolis,IN
698,0,Sun King Brewing Company,Indians Victory Lager (2012),Dortmunder / Export Lager,16.0 oz,0.052,24.0,Indianapolis,IN
660,25,Sun King Brewing Company,Chaka,Belgian Strong Pale Ale,16.0 oz,0.08,empty,Indianapolis,IN
651,25,Sun King Brewing Company,Isis,American Double / Imperial IPA,16.0 oz.,0.09%,91.0,Indianapolis,IN
584,25,Sun King Brewing Company,Wee Muckle (2011),Scotch Ale / Wee Heavy,16.0 oz,0.09%,30.0,Indianapolis,IN
532,25,Sun King Brewing Company,Grapefruit Jungle (GFJ) (2011),American IPA,16.0 oz.,0.075,77.0,Indianapolis,IN
526,25,Sun King Brewing Company,Sun King Oktoberfest (2011),Märzen / Oktoberfest,16.0 ounce,0.055,23.0,Indianapolis,IN
394,25,Sun King Brewing Company,Johan the Barleywine,English Barleywine,16.0 oz,0.10%,60.0,Indianapolis,IN
213,25,Sun King Brewing Company,Wee Mac Scottish-Style Ale,Scottish Ale,16.0 oz.,0.054,23.0,Indianapolis,IN
55,25,Sun King Brewing Company,Sunlight Cream Ale,Cream Ale,16.0 oz,0.053,20.0,Indianapolis,IN
54,25,Sun King Brewing Company,Osiris Pale Ale (2010),American Pale Ale (APA),16.0 oz. Alumi-Tek,0.06%,50.0,Indianapolis,IN
1207,455,Sunken City Brewing Company,Dam Lager,American Amber / Red Lager,12.0 OZ.,0.045,empty,Hardy,VA
1206,455,Sunken City Brewing Company,Red Clay IPA,American IPA,12.0 ounce,0.07,empty,Hardy,VA
2543,61,Surly Brewing Company,Todd the Axe Man,American IPA,16.0 oz.,0.07%,empty,Brooklyn Center,MN
2409,0,Surly Brewing Company,Doomtree,Extra Special / Strong Bitter (ESB),16.0 oz.,0.057,empty,Brooklyn Center,MN
1739,61,Surly Brewing Company,BLAKKR,American Black Ale,16.0 oz,0.10%,85.0,Brooklyn Center,MN
1112,61,Surly Brewing Company,Overrated! West Coast Style IPA,American IPA,16.0 ounce,0.07%,69.0,Brooklyn Center,MN
329,61,Surly Brewing Company,WET,American IPA,16.0 ounce,0.075,90.0,Brooklyn Center,MN
19,61,Surly Brewing Company,Bitter Brewer,English Bitter,16.0 ounce,0.04,37.0,Brooklyn Center,MN
18,61,Surly Brewing Company,SurlyFest,Rye Beer,16.0 oz,0.055,34.0,Brooklyn Center,MN
17,61,Surly Brewing Company,Coffee Bender,American Brown Ale,16.0 oz,0.051,45.0,Brooklyn Center,MN
16,61,Surly Brewing Company,Bender,American Brown Ale,16.0 oz.,0.051,45.0,Brooklyn Center,MN
15,61,Surly Brewing Company,Abrasive Ale,American Double / Imperial IPA,16.0 OZ.,0.10%,120.0,Brooklyn Center,MN
14,61,Surly Brewing Company,Hell,Keller Bier / Zwickel Bier,16.0 oz.,0.05%,20.0,Brooklyn Center,MN
13,61,Surly Brewing Company,CynicAle,Saison / Farmhouse Ale,16.0 oz.,0.067,33.0,Brooklyn Center,MN
12,61,Surly Brewing Company,Furious,American IPA,16.0 oz. Alumi-Tek,0.062,99.0,Brooklyn Center,MN
1242,447,Swamp Head Brewery,Big Nose,American IPA,12.0 oz,0.073,50.0,Gainesville,FL
1241,447,Swamp Head Brewery,Cotton Mouth,Witbier,12.0 oz.,0.05%,10.0,Gainesville,FL
1240,447,Swamp Head Brewery,Stump Knocker Pale Ale,American Pale Ale (APA),12.0 OZ.,0.056,35.0,Gainesville,FL
1239,447,Swamp Head Brewery,Midnight Oil,Oatmeal Stout,12.0 OZ.,0.05,38.0,Gainesville,FL
1238,447,Swamp Head Brewery,Wild Night,Cream Ale,12.0 oz,0.06%,18.0,Gainesville,FL
1554,381,Swashbuckler Brewing Company,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12.0 OZ.,0.045,empty,Manheim,PA
2568,49,SweetWater Brewing Company,Take Two Pils,German Pilsener,12.0 oz.,0.055,35.0,Atlanta,GA
2551,49,SweetWater Brewing Company,Waterkeeper,Hefeweizen,12.0 oz.,0.06%,empty,Atlanta,GA
1710,49,SweetWater Brewing Company,SweetWater IPA,American IPA,12.0 oz.,0.06%,empty,Atlanta,GA
1709,49,SweetWater Brewing Company,420 Extra Pale Ale,American Pale Ale (APA),12.0 oz.,0.054,empty,Atlanta,GA
1229,449,TailGate Beer,Dodgy Knight Imperial IPA,American Double / Imperial IPA,12.0 ounce,0.08,95.0,San Diego,CA
1164,449,TailGate Beer,TailGate Saison,Saison / Farmhouse Ale,12.0 oz.,0.05%,empty,San Diego,CA
663,449,TailGate Beer,TailGate IPA,American IPA,24.0 oz.,0.05,44.0,San Diego,CA
662,449,TailGate Beer,TailGate IPA,American IPA,12.0 oz. Silo Can,0.05,44.0,San Diego,CA
623,449,TailGate Beer,TailGate Hefeweizen,Hefeweizen,24.0 oz.,0.05%,28.0,San Diego,CA
622,449,TailGate Beer,Blacktop Blonde,American Blonde Ale,24.0 oz.,0.05%,19.0,San Diego,CA
362,449,TailGate Beer,Blacktop Blonde,American Blonde Ale,12.0 oz,0.05,19.0,San Diego,CA
361,449,TailGate Beer,TailGate Hefeweizen,Hefeweizen,12.0 ounce,0.05%,28.0,San Diego,CA
2575,45,Tallgrass Brewing Company,Wooden Rooster,Tripel,16.9 OZ.,0.085,34.0,Manhattan,KS
2555,45,Tallgrass Brewing Company,Ginger Peach Saison,Saison / Farmhouse Ale,16.0 oz.,0.05%,20.0,Manhattan,KS
1736,45,Tallgrass Brewing Company,Zombie Monkie,American Porter,16.0 oz.,0.062,35.0,Manhattan,KS
1196,45,Tallgrass Brewing Company,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16.0 OZ.,0.06%,20.0,Manhattan,KS
1063,45,Tallgrass Brewing Company,Vanilla Bean Buffalo Sweat,Oatmeal Stout,16.0 oz,0.05,20.0,Manhattan,KS
1017,45,Tallgrass Brewing Company,Ethos IPA,American IPA,16.0 oz,0.07%,110.0,Manhattan,KS
1009,45,Tallgrass Brewing Company,Tallgrass Pub Ale,American Brown Ale,16.0 oz,0.04%,12.0,Manhattan,KS
912,45,Tallgrass Brewing Company,Oasis,Extra Special / Strong Bitter (ESB),16.0 ounce,0.072,93.0,Manhattan,KS
765,45,Tallgrass Brewing Company,Buffalo Sweat,Milk / Sweet Stout,16.0 oz.,0.05,20.0,Manhattan,KS
676,0,Tallgrass Brewing Company,Halcyon Unfiltered Wheat,American Pale Wheat Ale,16.0 ounce,0.05%,20.0,Manhattan,KS
595,45,Tallgrass Brewing Company,8-Bit Pale Ale,American Pale Ale (APA),16.0 oz.,0.052,empty,Manhattan,KS
537,45,Tallgrass Brewing Company,Velvet Rooster,Tripel,16.0 OZ.,0.085,empty,Manhattan,KS
412,45,Tallgrass Brewing Company,Halcyon Unfiltered Wheat,American Pale Wheat Ale,12.0 ounce,0.05,20.0,Manhattan,KS
105,45,Tallgrass Brewing Company,Köld Lager (2010),German Pilsener,16.0 oz,0.05,16.0,Manhattan,KS
104,45,Tallgrass Brewing Company,Oasis (2010),American Double / Imperial IPA,16.0 oz.,0.07%,93.0,Manhattan,KS
103,45,Tallgrass Brewing Company,Tallgrass Ale,American Brown Ale,16.0 oz.,0.044,22.0,Manhattan,KS
102,45,Tallgrass Brewing Company,Buffalo Sweat (2010),Milk / Sweet Stout,16.0 oz,0.05%,20.0,Manhattan,KS
101,45,Tallgrass Brewing Company,Tallgrass IPA,American IPA,16.0 oz,0.063,60.0,Manhattan,KS
1433,409,Tamarack Brewing Company,Hat Trick Hop IPA,American IPA,16.0 oz. Alumi-Tek,0.068,empty,Lakeside,MT
1432,409,Tamarack Brewing Company,Yard Sale Amber Ale,American Amber / Red Ale,16.0 oz.,0.06%,empty,Lakeside,MT
936,490,Tampa Bay Brewing Company,Loafin Bräu,Altbier,16.0 oz.,0.055,empty,Tampa,FL
544,490,Tampa Bay Brewing Company,Old Elephant Foot IPA,American IPA,16.0 oz. Alumi-Tek,0.07%,80.0,Tampa,FL
2640,7,Tapistry Brewing,Peck's Porter,American Porter,16.0 oz.,0.065,35.0,Bridgman,MI
2448,7,Tapistry Brewing,Reactor,American IPA,16.0 oz.,0.07%,empty,Bridgman,MI
2447,7,Tapistry Brewing,Mr. Orange,Witbier,16.0 oz,0.057,empty,Bridgman,MI
2601,28,Taxman Brewing Company,Deduction,Dubbel,12.0 oz,0.08,22.0,Bargersville,IN
973,480,Telluride Brewing Company,Face Down Brown Ale,American Brown Ale,12.0 ounce,0.057,empty,Telluride,CO
827,480,Telluride Brewing Company,Tempter IPA,American IPA,12.0 oz.,0.064,empty,Telluride,CO
589,480,Telluride Brewing Company,Bridal Veil Rye Pale Ale,American Pale Ale (APA),12.0 oz.,0.055,empty,Telluride,CO
2155,0,Temperance Beer Company,Smittytown,Extra Special / Strong Bitter (ESB),12.0 oz.,0.05%,empty,Evanston,IL
1982,210,Temperance Beer Company,Greenwood Beach,Fruit / Vegetable Beer,12.0 oz. Alumi-Tek,0.04%,empty,Evanston,IL
1939,210,Temperance Beer Company,Gatecrasher,English India Pale Ale (IPA),12.0 ounce,0.066,empty,Evanston,IL
1082,469,Terrapin Brewing Company,RecreationAle,American Pale Ale (APA),12.0 oz,0.05%,42.0,Athens GA,empty
2119,215,Texian Brewing Co.,First Stand,Saison / Farmhouse Ale,12.0 ounce,0.055,35.0,Richmond,TX
2118,215,Texian Brewing Co.,Battle LIne,American Brown Ale,12.0 oz,0.063,23.0,Richmond,TX
2117,215,Texian Brewing Co.,Broken Bridge,Dunkelweizen,12.0 oz,0.056,12.0,Richmond,TX
2116,215,Texian Brewing Co.,Brutus,English India Pale Ale (IPA),12.0 oz.,0.071,69.0,Richmond,TX
1916,272,The Alchemist,Petit Mutant,American Wild Ale,16.0 oz,0.06,empty,Waterbury,VT
1915,272,The Alchemist,The Crusher,American Double / Imperial IPA,16.0 oz.,0.10%,empty,Waterbury,VT
1914,272,The Alchemist,Beelzebub,American Double / Imperial Stout,16.0 oz.,0.08,empty,Waterbury,VT
1810,0,The Alchemist,Focal Banger,American IPA,16.0 oz.,0.07,empty,Waterbury,VT
1111,272,The Alchemist,Heady Topper,American Double / Imperial IPA,16.0 oz. Alumi-Tek,0.08,120.0,Waterbury,VT
379,272,The Alchemist,Heady Topper,American Double / Imperial IPA,16.0 oz. Alumi-Tek,0.08,120.0,Waterbury,VT
1200,457,The Black Tooth Brewing Company,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,12.0 ounce,0.05%,20.0,Sheridan,WY
1199,457,The Black Tooth Brewing Company,Indian Paintbrush IPA,American IPA,12.0 ounce,0.07%,75.0,Sheridan,WY
1198,457,The Black Tooth Brewing Company,Saddle Bronc Brown Ale (2013),English Brown Ale,12.0 ounce,0.05%,16.0,Sheridan,WY
1197,457,The Black Tooth Brewing Company,Wagon Box Wheat Beer,American Pale Wheat Ale,12.0 oz.,0.059,15.0,Sheridan,WY
1945,262,The Brewer's Art,Birdhouse Pale Ale,Belgian Pale Ale,12.0 ounce,0.05,empty,Baltimore,MD
1079,262,The Brewer's Art,Ozzy,Belgian Pale Ale,12.0 oz,0.073,empty,Baltimore,MD
94,262,The Brewer's Art,Resurrection,Dubbel,12.0 oz,0.07%,empty,Baltimore,MD
1748,329,The Bronx Brewery,Bronx Summer Pale Ale,American Pale Ale (APA),16.0 oz,0.052,16.0,Bronx,NY
1747,329,The Bronx Brewery,Bronx Black Pale Ale,American Black Ale,16.0 oz,0.06%,46.0,Bronx,NY
1037,329,The Bronx Brewery,Bronx Pale Ale,American Pale Ale (APA),16.0 ounce,0.063,50.0,Bronx,NY
2594,33,The Dudes' Brewing Company,Surfrider,American Pale Ale (APA),16.0 ounce,0.052,35.0,Torrance,CA
2035,33,The Dudes' Brewing Company,Kolschtal Eddy,Kölsch,16.0 oz.,0.06%,empty,Torrance,CA
2034,33,The Dudes' Brewing Company,South Bay Session IPA,American IPA,16.0 oz,0.05,empty,Torrance,CA
1562,33,The Dudes' Brewing Company,Grandma's Pecan,English Brown Ale,16.0 oz.,0.069,34.0,Torrance,CA
1561,33,The Dudes' Brewing Company,Double Trunk,American Double / Imperial IPA,16.0 oz,0.099,101.0,Torrance,CA
1749,328,The Just Beer Project,Just IPA,American IPA,12.0 ounce,0.046,45.0,Burlington,VT
2455,90,The Lion Brewery,Lionshead,American Pilsner,12.0 oz. Alumi-Tek,0.045,empty,Wilkes-Barre,PA
963,484,The Manhattan Brewing Company,Manhattan Gold Lager (1990),American Amber / Red Lager,12.0 ounce,empty,empty,New York,NY
2638,9,The Mitten Brewing Company,G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),16.0 oz.,0.052,empty,Grand Rapids,MI
1278,438,The Right Brain Brewery,Northern Hawk Owl Amber,American Amber / Red Ale,12.0 OZ.,0.058,empty,Traverse City,MI
1277,438,The Right Brain Brewery,CEO Stout,American Stout,16.0 oz.,0.059,empty,Traverse City,MI
1276,438,The Right Brain Brewery,Will Power Pale Ale,American Pale Ale (APA),16.0 oz.,0.047,empty,Traverse City,MI
1732,334,The Traveler Beer Company,Curious Traveler Shandy,Shandy,12.0 oz.,0.044,empty,Burlington,VT
2347,142,Third Street Brewhouse,Hunny Do Wheat,American Pale Wheat Ale,12.0 oz. Alumi-Tek,0.048,18.0,Cold Spring,MN
1781,142,Third Street Brewhouse,Three Way Pale Ale,American Pale Ale (APA),12.0 oz,0.05%,empty,Cold Spring,MN
1780,142,Third Street Brewhouse,Rise to the Top,Cream Ale,12.0 oz,0.04%,empty,Cold Spring,MN
1779,142,Third Street Brewhouse,Lost Trout Brown Ale,American Brown Ale,12.0 ounce,0.049,empty,Cold Spring,MN
2421,108,Thomas Hooker Brewing Company,Watermelon Ale,Fruit / Vegetable Beer,12.0 ounce,0.05%,11.0,Bloomfield,CT
2319,153,Three Creeks Brewing,Knotty Blonde Ale,American Blonde Ale,12.0 oz. Alumi-Tek,0.04%,18.0,Sisters,OR
2317,153,Three Creeks Brewing,Fivepine Chocolate Porter,American Porter,12.0 oz.,0.062,40.0,Sisters,OR
2316,153,Three Creeks Brewing,Hoodoo Voodoo IPA,American IPA,12.0 oz.,0.062,82.0,Sisters,OR
1913,273,Three Notch'd Brewing Company,Hydraulion Red,Irish Red Ale,12.0 oz. Silo Can,0.053,22.0,Charlottesville,VA
1912,273,Three Notch'd Brewing Company,40 Mile IPA,American IPA,12.0 oz,0.06,50.0,Charlottesville,VA
2617,21,Three Pints Brewing,Citra Faced,American Pale Wheat Ale,16.0 oz,0.06%,64.0,Martinsville,IN
2616,21,Three Pints Brewing,Pole Barn Stout,Oatmeal Stout,16.0 oz.,0.055,31.0,Martinsville,IN
2615,21,Three Pints Brewing,Pale,American Pale Ale (APA),16.0 oz,0.054,37.0,Martinsville,IN
2614,21,Three Pints Brewing,Yoshi's Nectar,California Common / Steam Beer,16.0 OZ.,0.053,27.0,Martinsville,IN
1889,0,Thunderhead Brewing Company,Leatherhead Red,American Amber / Red Ale,12.0 ounce,0.052,empty,Kearney,NE
1222,0,Thunderhead Brewing Company,Cropduster Mid-American IPA,American IPA,12.0 oz,0.07%,empty,Kearney,NE
122,0,Thunderhead Brewing Company,Golden Frau Honey Wheat,Braggot,12.0 oz,0.075,empty,Kearney,NE
121,0,Thunderhead Brewing Company,Cornstalker Dark Wheat,American Dark Wheat Ale,12.0 oz,empty,empty,Kearney NE,empty
2623,17,Tin Man Brewing Company,Cafe Leche,American Porter,16.0 ounce,0.058,20.0,Evansville,IN
2622,17,Tin Man Brewing Company,Damascene Apricot Sour,Fruit / Vegetable Beer,16.0 oz,0.052,12.0,Evansville,IN
2621,17,Tin Man Brewing Company,Csar,Russian Imperial Stout,16.0 oz,0.12,90.0,Evansville,IN
1817,17,Tin Man Brewing Company,Klingon Warnog Roggen Dunkel,Roggenbier,16.0 OZ.,0.06%,empty,Evansville,IN
1449,17,Tin Man Brewing Company,Overlord Imperial IPA,American Double / Imperial IPA,16.0 ounce,0.085,115.0,Evansville,IN
951,17,Tin Man Brewing Company,Alloy,American IPA,16.0 oz.,0.058,36.0,Evansville,IN
950,17,Tin Man Brewing Company,Rivet Irish Red Ale,Irish Red Ale,16.0 oz,0.051,22.0,Evansville,IN
949,17,Tin Man Brewing Company,3 Gear Robust Porter,American Porter,16.0 oz.,0.052,50.0,Evansville,IN
948,0,Tin Man Brewing Company,Circuit Bohemian Pilsner,Czech Pilsener,16.0 oz.,0.045,35.0,Evansville,IN
2321,152,Tin Roof Brewing Company,Turnrow Harvest Ale,American Blonde Ale,12.0 ounce,0.055,empty,Baton Rouge,LA
